ID Empleado,Nombre,Apellido,Edad,Género,Área,Puesto,Tipo de Contrato,Fecha de Ingreso,Sueldo,Ciudad,Modalidad de Trabajo,Estado,Evaluación de Desempeño,pred_rf,pred_svm
E0535,Virginia,Vaquero,45,Femenino,Producción,Operario de Planta,Plazo Fijo,2024-02-04,3765.63,Trujillo,Remoto,Activo,57.13,0,0
E0536,Lola,Becerra,55,Masculino,Marketing,Especialista en Marca,Indeterminado,2022-08-07,2569.7,Cusco,Remoto,Cesado,41.36,1,1
E0537,Ismael,Diego,43,Femenino,Marketing,Diseñador Gráfico,Plazo Fijo,2022-03-25,4252.93,Tacna,Mixto,Cesado,34.97,0,0
E0538,Mariana,Lastra,48,Masculino,TI,Desarrollador Backend,Indeterminado,2023-11-09,4404.77,Piura,Presencial,Activo,85.28,0,0
E0539,Brígida,Páez,27,Masculino,Marketing,Coordinador de Producto,Prácticas,2019-12-06,999.63,Trujillo,Remoto,Activo,11.13,1,1
E0540,Eva María,Múñiz,48,Femenino,Finanzas,Contador,Indeterminado,2025-01-25,3657.69,Piura,Mixto,Activo,75.04,0,0
E0541,Jenny,Quevedo,55,Femenino,Recursos Humanos,Asistente de Bienestar,Indeterminado,2022-09-12,4472.69,Trujillo,Mixto,Activo,90.6,0,0
E0542,Nilda,Sanjuan,53,Masculino,Logística,Almacenero,Plazo Fijo,2022-05-27,1947.53,Lima,Remoto,Cesado,65.48,0,0
E0543,Elisa,Pino,20,Masculino,TI,Analista de Sistemas,Plazo Fijo,2018-07-03,5250.06,Cusco,Mixto,Activo,1.91,0,0
E0544,Miguel Ángel,Arana,44,Masculino,TI,Analista de Sistemas,Indeterminado,2025-06-19,3387.24,Arequipa,Remoto,Cesado,50.07,0,1
E0545,Roberto,Tello,49,Masculino,Finanzas,Analista Financiero,Indeterminado,2022-02-15,3413.96,Cusco,Remoto,Cesado,68.43,0,0
E0546,Julieta,Alemán,42,Femenino,Marketing,Coordinador de Producto,Plazo Fijo,2023-07-31,4102.77,Cusco,Presencial,Activo,81.49,0,0
E0547,Mohamed,Olmo,21,Femenino,Marketing,Especialista en Marca,Indeterminado,2019-11-04,4260.64,Tacna,Remoto,Activo,52.07,0,0
E0548,Camilo,Patiño,59,Masculino,TI,Desarrollador Backend,Plazo Fijo,2019-12-23,5850.62,Trujillo,Remoto,Activo,13.18,1,1
E0549,Raquel,Gutiérrez,28,Masculino,Marketing,Diseñador Gráfico,Indeterminado,2019-03-24,5978.13,Trujillo,Remoto,Activo,56.48,0,0
E0550,Herminio,Atienza,30,Femenino,Finanzas,Jefe de Tesorería,Indeterminado,2024-05-25,2540.22,Arequipa,Presencial,Activo,76.54,0,0
E0551,Leyre,Cabezas,46,Femenino,Logística,Supervisor de Logística,Indeterminado,2022-04-18,4880.08,Cusco,Presencial,Cesado,2.62,0,0
E0552,Bárbara,Riba,59,Femenino,Recursos Humanos,Asistente de Bienestar,Indeterminado,2022-03-22,2107.17,Piura,Mixto,Activo,68.81,0,0
E0553,Edelmiro,Morales,50,Masculino,Recursos Humanos,Asistente de Bienestar,Indeterminado,2025-07-15,4223.31,Chiclayo,Mixto,Activo,49.14,0,0
E0554,Jeremías,Verdú,28,Masculino,Marketing,Especialista en Marca,Indeterminado,2021-11-19,4806.21,Lima,Remoto,Activo,95.02,0,0
E0555,Leonardo,Mesa,34,Masculino,Marketing,Especialista en Marca,Plazo Fijo,2021-10-21,5326.34,Trujillo,Remoto,Activo,86.68,0,0
E0556,Belén,Sotelo,35,Femenino,TI,Desarrollador Backend,Indeterminado,2022-04-30,2516.39,Iquitos,Mixto,Activo,45.16,0,0
E0557,Virgilio,Marti,22,Masculino,Recursos Humanos,Asistente de Bienestar,Plazo Fijo,2018-08-14,1129.01,Iquitos,Mixto,Activo,63.06,0,0
E0558,Amaya,Rey,23,Masculino,Logística,Supervisor de Logística,Plazo Fijo,2020-05-23,4852.54,Iquitos,Remoto,Activo,42.25,1,1
E0559,Isidoro,Echevarría,59,Masculino,Producción,Supervisor de Producción,Plazo Fijo,2020-02-26,5137.56,Trujillo,Remoto,Cesado,50.07,0,0
E0560,Pedro,Cal,31,Masculino,TI,Soporte Técnico,Plazo Fijo,2023-07-24,1056.3,Tacna,Remoto,Activo,71.26,0,0
E0561,Esperanza,Fernández,32,Femenino,Finanzas,Contador,Indeterminado,2023-12-03,4218.28,Tacna,Mixto,Activo,12.35,0,0
E0562,Candelaria,Tovar,27,Femenino,Producción,Jefe de Línea,Indeterminado,2020-04-30,4515.91,Arequipa,Mixto,Activo,38.06,0,0
E0563,Rodolfo,Zorrilla,30,Femenino,Recursos Humanos,Asistente de Bienestar,Indeterminado,2019-09-04,5334.91,Trujillo,Presencial,Activo,5.13,0,0
E0564,Antonio,Peral,39,Femenino,Producción,Jefe de Línea,Indeterminado,2024-02-28,1846.13,Cusco,Mixto,Activo,0.35,0,0
E0565,Rebeca,Vaquero,36,Masculino,TI,Soporte Técnico,Plazo Fijo,2025-01-27,5023.79,Chiclayo,Mixto,Activo,58.89,0,0
E0566,Berto,Jaume,50,Femenino,TI,Soporte Técnico,Indeterminado,2021-06-09,3972.52,Arequipa,Mixto,Activo,27.81,0,0
E0567,Xiomara,Lucas,60,Masculino,Finanzas,Analista Financiero,Indeterminado,2025-03-18,4242.11,Trujillo,Presencial,Cesado,3.24,0,0
E0568,Vito,Andrade,56,Femenino,Logística,Almacenero,Indeterminado,2019-05-07,3043.97,Lima,Presencial,Cesado,28.44,0,0
E0569,Victor Manuel,Cánovas,58,Masculino,TI,Analista de Sistemas,Plazo Fijo,2019-09-28,1402.15,Tacna,Presencial,Activo,89.75,0,0
E0570,Lucho,Solé,24,Femenino,Recursos Humanos,Analista de RRHH,Plazo Fijo,2025-05-07,1612.15,Cusco,Remoto,Activo,41.38,1,1
E0571,Remigio,Valls,33,Masculino,Recursos Humanos,Analista de RRHH,Indeterminado,2020-06-18,4629.72,Arequipa,Mixto,Activo,68.87,0,0
E0572,Macario,Segovia,38,Femenino,Recursos Humanos,Reclutador,Plazo Fijo,2025-04-16,3845.97,Cusco,Mixto,Activo,61.43,0,0
E0573,Visitación,Bru,51,Femenino,TI,Desarrollador Backend,Indeterminado,2023-07-23,2402.77,Piura,Mixto,Cesado,2.4,0,0
E0574,Adalberto,Jordá,60,Masculino,Producción,Operario de Planta,Plazo Fijo,2019-04-11,1160.65,Iquitos,Remoto,Activo,63.75,0,0
E0575,Edmundo,Bermejo,20,Masculino,Producción,Jefe de Línea,Plazo Fijo,2018-12-22,2490.41,Cusco,Presencial,Activo,11.38,0,0
E0576,Rebeca,Isern,41,Femenino,TI,Analista de Sistemas,Plazo Fijo,2022-12-07,1913.66,Lima,Presencial,Activo,47.91,0,0
E0577,Juan Carlos,Donoso,50,Masculino,Producción,Operario de Planta,Plazo Fijo,2021-01-11,4109.91,Chiclayo,Presencial,Activo,81.42,0,0
E0578,Yésica,Gámez,23,Femenino,Recursos Humanos,Asistente de Bienestar,Indeterminado,2022-05-14,3646.94,Tacna,Mixto,Activo,33.17,0,0
E0579,Catalina,Machado,42,Masculino,Marketing,Diseñador Gráfico,Indeterminado,2018-07-15,5916.95,Lima,Remoto,Activo,38.96,1,1
E0580,Ramiro,Navarrete,58,Masculino,Logística,Coordinador de Transporte,Plazo Fijo,2021-07-25,1090.36,Tacna,Mixto,Cesado,87.7,0,0
E0581,Rafael,Jódar,43,Femenino,Logística,Almacenero,Indeterminado,2021-02-08,1499.01,Cusco,Presencial,Activo,91.34,0,0
E0582,Albano,Prada,48,Masculino,TI,Analista de Sistemas,Plazo Fijo,2023-04-21,2654.39,Trujillo,Presencial,Activo,52.36,0,0
E0583,Rosalía,Alberola,40,Masculino,Finanzas,Jefe de Tesorería,Plazo Fijo,2021-08-25,4603.57,Trujillo,Presencial,Activo,86.48,0,0
E0584,Hortensia,López,27,Masculino,Logística,Almacenero,Indeterminado,2018-07-03,3297.06,Arequipa,Remoto,Cesado,76.62,0,0
E0585,Laura,Lastra,39,Masculino,Recursos Humanos,Reclutador,Plazo Fijo,2023-12-25,1946.82,Piura,Remoto,Activo,31.91,1,1
E0586,Encarnación,Gallardo,48,Masculino,Logística,Almacenero,Indeterminado,2021-05-29,1510.31,Trujillo,Remoto,Activo,35.03,1,1
E0587,Juan Francisco,Rosell,40,Femenino,Marketing,Coordinador de Producto,Indeterminado,2024-08-20,2171.26,Cusco,Mixto,Activo,89.22,0,0
E0588,Ana Sofía,Giménez,54,Femenino,Finanzas,Analista Financiero,Indeterminado,2025-01-12,5509.69,Lima,Remoto,Cesado,5.38,1,1
E0589,Evaristo,Reguera,47,Femenino,Marketing,Coordinador de Producto,Plazo Fijo,2023-10-28,2733.02,Chiclayo,Mixto,Activo,71.29,0,0
E0590,Lorena,Valenciano,54,Masculino,TI,Analista de Sistemas,Plazo Fijo,2022-01-21,5051.15,Trujillo,Presencial,Cesado,31.04,0,0
E0591,Fabiana,Arnaiz,49,Femenino,Marketing,Especialista en Marca,Plazo Fijo,2021-08-07,2238.33,Trujillo,Mixto,Activo,69.96,0,0
E0592,Tito,Lucas,41,Femenino,TI,Soporte Técnico,Plazo Fijo,2019-10-22,3339.95,Lima,Presencial,Activo,84.58,0,0
E0593,Luisina,Jordá,38,Femenino,Recursos Humanos,Asistente de Bienestar,Indeterminado,2024-07-27,1451.87,Trujillo,Mixto,Activo,64.95,0,0
E0594,Telmo,Bou,39,Femenino,TI,Analista de Sistemas,Indeterminado,2018-10-25,4077.84,Iquitos,Presencial,Activo,38.38,0,0
E0595,Macario,Arco,41,Masculino,Producción,Supervisor de Producción,Plazo Fijo,2020-05-30,3805.76,Iquitos,Remoto,Activo,23.62,1,1
E0596,María Luisa,Pons,24,Femenino,Finanzas,Jefe de Tesorería,Plazo Fijo,2025-01-26,3744.29,Chiclayo,Remoto,Cesado,95.59,0,0
E0597,Domitila,Roda,24,Masculino,Producción,Supervisor de Producción,Indeterminado,2018-02-24,3436.08,Iquitos,Remoto,Cesado,81.7,0,0
E0598,Agapito,Antúnez,57,Masculino,Marketing,Coordinador de Producto,Plazo Fijo,2024-03-01,3623.47,Trujillo,Remoto,Activo,44.72,1,1
E0599,Bruno,Prat,33,Femenino,Logística,Coordinador de Transporte,Plazo Fijo,2020-03-02,4569.2,Cusco,Remoto,Activo,58.27,0,0
E0600,Íñigo,Ruano,59,Femenino,Marketing,Diseñador Gráfico,Indeterminado,2018-06-22,5498.45,Lima,Remoto,Cesado,56.0,0,0
E0601,Serafina,Mateos,42,Masculino,Logística,Almacenero,Plazo Fijo,2020-07-06,4490.26,Piura,Remoto,Activo,71.18,0,0
E0602,Aroa,Amigó,45,Femenino,TI,Analista de Sistemas,Indeterminado,2020-08-19,1809.19,Piura,Mixto,Cesado,38.46,0,0
E0603,Maricruz,Jódar,43,Femenino,Marketing,Diseñador Gráfico,Prácticas,2021-09-04,988.83,Trujillo,Presencial,Activo,14.4,0,0
E0604,Rolando,Amorós,51,Femenino,Marketing,Especialista en Marca,Plazo Fijo,2020-11-30,5016.12,Trujillo,Mixto,Activo,69.54,0,0
E0605,Loreto,Benavent,47,Masculino,TI,Analista de Sistemas,Plazo Fijo,2019-01-29,5087.76,Iquitos,Mixto,Activo,18.58,0,0
E0606,Feliciana,Alfonso,58,Masculino,Recursos Humanos,Reclutador,Plazo Fijo,2020-06-01,3473.77,Piura,Mixto,Activo,57.64,0,0
E0607,Adelardo,Rosell,22,Masculino,Recursos Humanos,Reclutador,Indeterminado,2018-10-01,3871.96,Tacna,Presencial,Cesado,73.13,0,0
E0608,Cayetana,Caparrós,37,Femenino,Recursos Humanos,Analista de RRHH,Indeterminado,2018-02-10,3325.33,Arequipa,Presencial,Activo,53.92,0,0
E0609,Trinidad,Novoa,57,Femenino,Recursos Humanos,Analista de RRHH,Plazo Fijo,2019-12-15,4877.13,Tacna,Mixto,Activo,90.61,0,0
E0610,Moisés,Roca,56,Femenino,TI,Soporte Técnico,Plazo Fijo,2021-01-04,1779.27,Cusco,Remoto,Activo,56.37,0,0
E0611,Marcos,Alberdi,23,Femenino,Recursos Humanos,Analista de RRHH,Indeterminado,2023-07-26,5951.15,Lima,Mixto,Activo,8.25,0,0
E0612,Estela,Folch,52,Masculino,Logística,Supervisor de Logística,Plazo Fijo,2023-09-07,2354.53,Trujillo,Mixto,Cesado,11.15,0,0
E0613,Carla,Lago,31,Masculino,Producción,Jefe de Línea,Indeterminado,2019-08-16,2254.55,Tacna,Presencial,Activo,79.94,0,0
E0614,Dani,Anguita,22,Femenino,Finanzas,Analista Financiero,Plazo Fijo,2024-04-24,4746.5,Trujillo,Remoto,Activo,23.79,1,1
E0615,Cecilio,Pinedo,48,Masculino,Marketing,Coordinador de Producto,Indeterminado,2022-05-01,4186.26,Tacna,Presencial,Cesado,46.4,0,0
E0616,Perlita,Fabra,50,Femenino,TI,Analista de Sistemas,Plazo Fijo,2018-02-03,4395.4,Piura,Remoto,Activo,14.51,1,1
E0617,Seve,Roma,47,Masculino,Logística,Supervisor de Logística,Indeterminado,2020-05-21,2530.54,Iquitos,Mixto,Cesado,53.13,0,0
E0618,Bonifacio,Carretero,42,Femenino,Recursos Humanos,Asistente de Bienestar,Indeterminado,2018-11-27,2300.55,Cusco,Remoto,Activo,58.42,0,0
E0619,Bienvenida,Guitart,49,Masculino,Producción,Supervisor de Producción,Indeterminado,2020-09-19,2640.65,Piura,Mixto,Activo,1.06,0,0
E0620,Jose Carlos,Ribas,20,Masculino,Finanzas,Contador,Plazo Fijo,2024-02-23,1456.81,Arequipa,Mixto,Activo,72.53,0,0
E0621,Remigio,Caparrós,36,Masculino,Finanzas,Analista Financiero,Indeterminado,2021-11-22,5688.22,Arequipa,Presencial,Activo,63.81,0,0
E0622,Carlito,Mascaró,27,Masculino,Recursos Humanos,Analista de RRHH,Indeterminado,2023-04-16,4802.76,Iquitos,Mixto,Activo,69.57,0,0
E0623,Melchor,Pol,36,Femenino,TI,Analista de Sistemas,Plazo Fijo,2019-04-27,3228.96,Arequipa,Mixto,Activo,69.22,0,0
E0624,Adelaida,Alvarado,40,Femenino,Marketing,Especialista en Marca,Plazo Fijo,2019-04-13,2870.79,Cusco,Presencial,Activo,25.82,0,0
E0625,Graciano,Mayol,36,Masculino,TI,Desarrollador Backend,Indeterminado,2022-12-17,4024.23,Chiclayo,Presencial,Activo,10.84,0,0
E0626,Ainara,Solera,54,Femenino,Marketing,Coordinador de Producto,Indeterminado,2019-04-06,4557.08,Arequipa,Remoto,Cesado,7.04,1,1
E0627,Yolanda,Villanueva,36,Femenino,Finanzas,Contador,Indeterminado,2022-08-09,4176.5,Trujillo,Mixto,Activo,26.64,0,0
E0628,Desiderio,Rosell,41,Femenino,Recursos Humanos,Analista de RRHH,Indeterminado,2021-05-21,3140.81,Chiclayo,Remoto,Activo,0.33,1,1
E0629,Rosenda,Solera,50,Masculino,Recursos Humanos,Asistente de Bienestar,Plazo Fijo,2022-12-28,4386.91,Tacna,Remoto,Cesado,99.7,0,0
E0630,Cecilio,Tudela,25,Femenino,Recursos Humanos,Reclutador,Plazo Fijo,2023-08-24,4785.5,Arequipa,Remoto,Activo,17.66,1,1
E0631,Amaya,Mayol,22,Femenino,Producción,Operario de Planta,Indeterminado,2021-02-24,2907.83,Cusco,Mixto,Activo,35.93,0,0
E0632,Julieta,Torrijos,25,Femenino,Producción,Operario de Planta,Indeterminado,2019-10-31,1908.98,Trujillo,Presencial,Activo,6.3,0,0
E0633,América,Pino,54,Femenino,TI,Analista de Sistemas,Indeterminado,2019-10-04,1117.81,Chiclayo,Presencial,Activo,72.1,0,0
E0634,Cipriano,Isern,45,Masculino,Marketing,Coordinador de Producto,Indeterminado,2024-06-27,5341.91,Chiclayo,Mixto,Activo,23.3,0,0
E0635,Alex,Tejada,24,Masculino,Producción,Operario de Planta,Indeterminado,2021-01-27,1026.65,Chiclayo,Mixto,Activo,64.88,0,0
E0636,Rosaura,Escudero,20,Masculino,Producción,Operario de Planta,Indeterminado,2023-05-16,3242.86,Cusco,Presencial,Activo,6.4,0,0
E0637,Feliciana,Adadia,26,Masculino,TI,Analista de Sistemas,Plazo Fijo,2025-03-22,5008.58,Piura,Presencial,Activo,83.59,0,0
E0638,Hilario,Garay,45,Femenino,Finanzas,Jefe de Tesorería,Indeterminado,2022-03-03,5170.69,Trujillo,Remoto,Activo,59.31,0,0
E0639,Ainoa,Galván,41,Masculino,Finanzas,Contador,Plazo Fijo,2020-02-25,1782.02,Trujillo,Remoto,Activo,43.87,1,1
E0640,Javi,Poza,57,Masculino,Marketing,Especialista en Marca,Prácticas,2021-12-26,1009.25,Iquitos,Presencial,Activo,0.63,0,0
E0641,Cayetano,Artigas,31,Masculino,Producción,Supervisor de Producción,Plazo Fijo,2018-05-25,4446.06,Cusco,Remoto,Activo,20.62,1,1
E0642,Brígida,Ródenas,60,Femenino,Recursos Humanos,Reclutador,Indeterminado,2023-03-05,5686.11,Iquitos,Presencial,Activo,71.72,0,0
E0643,Salomé,Ferrándiz,59,Masculino,Producción,Jefe de Línea,Prácticas,2024-01-21,953.17,Tacna,Remoto,Activo,11.75,1,1
E0644,Olimpia,Moreno,53,Masculino,Recursos Humanos,Reclutador,Indeterminado,2019-12-22,4835.58,Piura,Remoto,Activo,19.37,1,1
E0645,Febe,Guardiola,29,Femenino,TI,Desarrollador Backend,Indeterminado,2021-09-29,5607.95,Trujillo,Mixto,Activo,28.51,0,0
E0646,Beatriz,Falcón,47,Femenino,Logística,Coordinador de Transporte,Indeterminado,2020-06-04,1459.41,Chiclayo,Presencial,Activo,17.59,0,0
E0647,Ramiro,Portillo,21,Femenino,Recursos Humanos,Analista de RRHH,Plazo Fijo,2025-07-09,4587.51,Arequipa,Presencial,Activo,74.71,0,0
E0648,Dorita,Hoz,40,Masculino,Finanzas,Contador,Plazo Fijo,2025-05-09,2132.19,Piura,Presencial,Activo,37.55,0,0
E0649,Duilio,Alonso,34,Masculino,TI,Analista de Sistemas,Indeterminado,2025-02-13,5444.78,Chiclayo,Presencial,Activo,60.94,0,0
E0650,Feliciano,Luz,31,Femenino,Logística,Almacenero,Plazo Fijo,2024-04-11,1914.37,Chiclayo,Mixto,Activo,20.22,0,0
E0651,Miriam,Nicolau,28,Masculino,Producción,Supervisor de Producción,Plazo Fijo,2024-01-06,1622.06,Lima,Remoto,Activo,17.12,1,1
E0652,Dani,Bosch,41,Masculino,Logística,Coordinador de Transporte,Indeterminado,2018-11-30,5760.49,Trujillo,Mixto,Activo,55.28,0,0
E0653,Bruno,Muro,34,Masculino,TI,Analista de Sistemas,Plazo Fijo,2018-04-29,3929.32,Chiclayo,Presencial,Activo,73.0,0,0
E0654,Quirino,Batalla,35,Masculino,Logística,Supervisor de Logística,Indeterminado,2021-09-21,5727.5,Piura,Mixto,Activo,4.42,0,0
E0655,Pepe,Patiño,50,Masculino,TI,Analista de Sistemas,Indeterminado,2020-05-10,5035.26,Iquitos,Remoto,Activo,24.05,1,1
E0656,Nazaret,Mínguez,55,Masculino,Producción,Supervisor de Producción,Plazo Fijo,2023-03-04,1602.85,Iquitos,Presencial,Activo,99.9,0,0
E0657,Juanita,Aliaga,21,Femenino,Producción,Jefe de Línea,Indeterminado,2020-10-21,3258.56,Trujillo,Mixto,Activo,46.38,0,0
E0658,Buenaventura,Sola,28,Femenino,Marketing,Diseñador Gráfico,Indeterminado,2018-04-09,4141.35,Chiclayo,Mixto,Activo,69.08,0,0
E0659,Hortensia,Pineda,53,Masculino,Logística,Supervisor de Logística,Indeterminado,2020-05-13,5726.7,Cusco,Mixto,Activo,8.1,0,0
E0660,Mariana,Estévez,41,Masculino,Recursos Humanos,Asistente de Bienestar,Plazo Fijo,2023-07-09,1492.6,Tacna,Presencial,Activo,4.09,0,0
E0661,Rafael,Acuña,43,Masculino,Producción,Supervisor de Producción,Indeterminado,2020-03-04,4526.34,Arequipa,Mixto,Cesado,33.49,0,0
E0662,Leoncio,Llano,54,Masculino,Producción,Jefe de Línea,Plazo Fijo,2025-02-26,4787.69,Piura,Mixto,Activo,26.74,0,0
E0663,Bernarda,Talavera,47,Femenino,Finanzas,Analista Financiero,Indeterminado,2024-05-20,3223.72,Tacna,Remoto,Activo,53.19,0,0
E0664,Luna,Aragón,54,Femenino,TI,Analista de Sistemas,Indeterminado,2019-03-05,5723.0,Tacna,Mixto,Cesado,88.4,0,0
E0665,Daniela,Castillo,25,Masculino,TI,Desarrollador Backend,Plazo Fijo,2021-06-28,1484.48,Cusco,Presencial,Cesado,14.8,0,0
E0666,Sosimo,Mateu,29,Masculino,Recursos Humanos,Asistente de Bienestar,Indeterminado,2018-01-21,3041.84,Lima,Remoto,Activo,42.01,1,1
E0667,Juan Luis,Carreño,21,Femenino,Marketing,Especialista en Marca,Plazo Fijo,2023-10-11,5163.18,Lima,Presencial,Activo,34.28,0,0
E0668,Rufino,Bayona,40,Femenino,Recursos Humanos,Asistente de Bienestar,Indeterminado,2021-04-15,2471.7,Chiclayo,Remoto,Activo,30.65,1,1
E0669,Etelvina,Gomila,36,Masculino,TI,Soporte Técnico,Plazo Fijo,2025-07-03,1682.08,Cusco,Presencial,Activo,16.64,0,0
E0670,Cayetano,Gómez,30,Femenino,Marketing,Especialista en Marca,Indeterminado,2020-09-25,2136.18,Trujillo,Presencial,Activo,57.45,0,0
E0671,Herminia,Menéndez,48,Femenino,Logística,Almacenero,Plazo Fijo,2022-04-21,4515.17,Piura,Mixto,Activo,14.79,0,0
E0672,Carmela,Cámara,48,Masculino,Recursos Humanos,Reclutador,Plazo Fijo,2023-07-25,2981.13,Arequipa,Presencial,Activo,94.78,0,0
E0673,Alicia,Dávila,40,Masculino,Finanzas,Jefe de Tesorería,Plazo Fijo,2018-12-16,4506.64,Tacna,Mixto,Activo,96.96,0,0
E0674,Marciano,Cabrero,56,Masculino,Recursos Humanos,Asistente de Bienestar,Plazo Fijo,2018-12-15,4423.98,Chiclayo,Remoto,Activo,13.94,1,1
E0675,Baltasar,Ordóñez,55,Masculino,Logística,Almacenero,Plazo Fijo,2024-12-04,5193.25,Iquitos,Mixto,Activo,32.64,0,0
E0676,Teodora,Arco,58,Masculino,Recursos Humanos,Asistente de Bienestar,Indeterminado,2022-02-25,1922.28,Piura,Remoto,Activo,44.55,1,1
E0677,Chus,Zamora,25,Femenino,Marketing,Diseñador Gráfico,Indeterminado,2022-11-19,3997.74,Tacna,Mixto,Activo,36.11,0,0
E0678,Bibiana,Espada,29,Femenino,Logística,Supervisor de Logística,Plazo Fijo,2022-12-13,2373.18,Tacna,Presencial,Activo,44.56,0,0
E0679,Rosendo,Ferrán,55,Masculino,Marketing,Coordinador de Producto,Plazo Fijo,2022-07-13,5962.47,Chiclayo,Mixto,Activo,80.57,0,0
E0680,Evita,Castillo,47,Femenino,Marketing,Coordinador de Producto,Plazo Fijo,2022-05-25,1983.46,Arequipa,Presencial,Activo,52.53,0,0
E0681,Goyo,Alcaraz,41,Masculino,Recursos Humanos,Reclutador,Plazo Fijo,2018-01-20,3005.97,Arequipa,Presencial,Activo,55.58,0,0
E0682,Andrés,Calzada,56,Masculino,Marketing,Especialista en Marca,Indeterminado,2020-08-26,3738.11,Iquitos,Remoto,Activo,30.2,1,1
E0683,Natalio,Paredes,57,Femenino,TI,Analista de Sistemas,Indeterminado,2018-04-04,1066.08,Chiclayo,Presencial,Cesado,30.02,0,0
E0684,Florentino,Cabeza,60,Femenino,Finanzas,Jefe de Tesorería,Indeterminado,2025-05-26,1839.42,Cusco,Remoto,Cesado,76.47,0,0
E0685,Joel,Arco,51,Masculino,Recursos Humanos,Asistente de Bienestar,Plazo Fijo,2019-03-12,3366.06,Tacna,Mixto,Activo,62.8,0,0
E0686,Guiomar,Balaguer,50,Masculino,Logística,Coordinador de Transporte,Indeterminado,2020-08-30,1755.64,Lima,Remoto,Cesado,46.1,1,1
E0687,Luisa,Palomino,28,Femenino,Marketing,Especialista en Marca,Plazo Fijo,2019-09-25,3056.94,Cusco,Remoto,Cesado,29.17,1,1
E0688,Carolina,Quirós,60,Masculino,Recursos Humanos,Analista de RRHH,Indeterminado,2021-03-21,3965.73,Trujillo,Presencial,Activo,87.24,0,0
E0689,Maximiano,Vaquero,39,Femenino,Producción,Supervisor de Producción,Plazo Fijo,2020-09-08,3639.51,Tacna,Presencial,Activo,1.29,0,0
E0690,Jordi,Herranz,53,Femenino,Logística,Supervisor de Logística,Indeterminado,2019-12-20,5599.0,Iquitos,Remoto,Cesado,15.46,1,1
E0691,Omar,Cobo,34,Masculino,Recursos Humanos,Asistente de Bienestar,Indeterminado,2021-12-06,3264.69,Arequipa,Remoto,Cesado,13.12,1,1
E0692,Víctor,Yuste,21,Femenino,Logística,Supervisor de Logística,Plazo Fijo,2021-11-24,5072.39,Tacna,Presencial,Cesado,30.47,0,0
E0693,Feliciana,Hernández,27,Masculino,Marketing,Coordinador de Producto,Indeterminado,2022-10-25,2078.73,Trujillo,Mixto,Activo,98.11,0,0
E0694,Manuela,Lobato,47,Masculino,Finanzas,Analista Financiero,Indeterminado,2018-04-09,1145.56,Chiclayo,Remoto,Cesado,65.98,0,0
E0695,Lope,Linares,57,Masculino,TI,Desarrollador Backend,Indeterminado,2023-05-30,1265.87,Cusco,Presencial,Activo,78.24,0,0
E0696,Paca,Echeverría,58,Masculino,Recursos Humanos,Analista de RRHH,Indeterminado,2018-03-13,2712.28,Trujillo,Mixto,Cesado,74.62,0,0
E0697,Rodolfo,Fabra,37,Femenino,Logística,Almacenero,Indeterminado,2019-05-12,3821.09,Piura,Mixto,Activo,76.32,0,0
E0698,Maricruz,Rosa,53,Masculino,Producción,Operario de Planta,Indeterminado,2023-02-19,5501.42,Cusco,Presencial,Activo,9.87,0,0
E0699,Damián,Pinto,33,Femenino,Logística,Coordinador de Transporte,Indeterminado,2021-09-19,4344.78,Trujillo,Remoto,Cesado,35.48,1,1
E0700,Martina,Ferrández,44,Femenino,Marketing,Coordinador de Producto,Plazo Fijo,2022-03-26,1502.13,Piura,Remoto,Cesado,11.03,1,1
E0701,Andrés,Sureda,28,Femenino,Logística,Coordinador de Transporte,Indeterminado,2019-07-28,4591.23,Cusco,Mixto,Activo,11.57,0,0
E0702,Joan,Sosa,38,Femenino,Recursos Humanos,Asistente de Bienestar,Plazo Fijo,2018-03-04,5879.23,Cusco,Mixto,Activo,40.73,0,0
E0703,Nicanor,Menéndez,47,Masculino,Finanzas,Contador,Prácticas,2022-05-24,994.82,Tacna,Presencial,Activo,67.21,0,0
E0704,Patricio,Cepeda,45,Femenino,Recursos Humanos,Asistente de Bienestar,Plazo Fijo,2020-09-29,1656.87,Arequipa,Presencial,Activo,97.76,0,0
E0705,Bernardino,Linares,30,Masculino,Logística,Almacenero,Plazo Fijo,2019-01-19,3946.45,Tacna,Presencial,Cesado,83.81,0,0
E0706,Andrés Felipe,Becerra,51,Femenino,Producción,Supervisor de Producción,Plazo Fijo,2018-07-05,5712.15,Cusco,Mixto,Activo,60.32,0,0
E0707,Joan,Acero,45,Femenino,Recursos Humanos,Reclutador,Plazo Fijo,2023-02-23,1477.75,Trujillo,Remoto,Activo,23.08,1,1
E0708,Rosario,Comas,28,Masculino,Finanzas,Jefe de Tesorería,Indeterminado,2021-03-16,3455.54,Lima,Presencial,Activo,38.26,0,0
E0709,Marcelo,Montero,40,Masculino,Logística,Coordinador de Transporte,Plazo Fijo,2020-10-14,4281.68,Arequipa,Presencial,Activo,20.19,0,0
E0710,Benigno,Higueras,51,Femenino,Recursos Humanos,Reclutador,Indeterminado,2024-12-05,3701.36,Tacna,Mixto,Activo,88.01,0,0
E0711,Nico,Bermúdez,27,Femenino,TI,Soporte Técnico,Indeterminado,2021-05-17,3260.46,Iquitos,Remoto,Cesado,65.94,0,0
